"";"UID";"ID";"TIPO1";"TIPO2";"LABEL_COR";"V1_LABEL_TIPO";"V2_LABEL_ID";"V3_LABEL_ID2";"V4_LABEL_ID3";"V5_LABEL_LABEL";"V5_LABEL_NOME";"V5_LABEL_TIPO";"V5_LABEL_TIPO_NOME";"V6_COMUNICACAO_Dispõe.de.meios.de.comunicação";"V7_COMUNICACAO_Telefeno.Fixo";"V8_COMUNICACAO_Celular.Chamada.de.Voz";"V9_COMUNICACAO_Celular.Mensagem.de.Texto";"V10_COMUNICACAO_E.mail";"V11_COMUNICACAO_Skype.Menssager";"V12_COMUNICACAO_Converso.Pessalmente";"V13_COMUNICACAO_Comunicação.Institucional..Ofício..Memorando.";"V14_COMUNICACAO_Outro";"V15_COMUNICACAO_FACEBOOK/REDES SOCAIS";"V16_TEMPO_FUNC_Data_Abertura";"V17_TEMPO_FUNC_Data_Pesquisa";"V18_TEMPO_FUNC_Idade_Serviço_Dias";"V19_TEMPO_FUNC_Idade_em_anos";"V20_FUNCIONAMENTO_Segunda";"V21_FUNCIONAMENTO_Terça";"V22_FUNCIONAMENTO_Quarta";"V23_FUNCIONAMENTO_Quinta";"V24_FUNCIONAMENTO_Sexta";"V25_FUNCIONAMENTO_Sábado";"V26_FUNCIONAMENTO_Domingo";"V27_FUNCIONAMENTO_Feriados";"V28_FUNCIONAMENTO_Segunda....Manhã";"V29_FUNCIONAMENTO_Segunda....Tarde";"V30_FUNCIONAMENTO_Segunda....Noite";"V31_FUNCIONAMENTO_Segunda....Plantão.24h";"V32_FUNCIONAMENTO_Terça....Manhã";"V33_FUNCIONAMENTO_Terça....Tarde";"V34_FUNCIONAMENTO_Terça....Noite";"V35_FUNCIONAMENTO_Terça....Plantão.24h";"V36_FUNCIONAMENTO_Quarta....Manhã";"V37_FUNCIONAMENTO_Quarta....Tarde";"V38_FUNCIONAMENTO_Quarta....Noite";"V39_FUNCIONAMENTO_Quarta....Plantão.24h";"V40_FUNCIONAMENTO_Quinta....Manhã";"V41_FUNCIONAMENTO_Quinta....Tarde";"V42_FUNCIONAMENTO_Quinta....Noite";"V43_FUNCIONAMENTO_Quinta....Plantão.24h";"V44_FUNCIONAMENTO_Sexta....Manhã";"V45_FUNCIONAMENTO_Sexta....Tarde";"V46_FUNCIONAMENTO_Sexta....Noite";"V47_FUNCIONAMENTO_Sexta....Plantão.24h";"V48_FUNCIONAMENTO_Sábado....Manhã";"V49_FUNCIONAMENTO_Sábado....Tarde";"V50_FUNCIONAMENTO_Sábado....Noite";"V51_FUNCIONAMENTO_Sábado....Plantão.24h";"V52_FUNCIONAMENTO_Domingo....Manhã";"V53_FUNCIONAMENTO_Domingo....Tarde";"V54_FUNCIONAMENTO_Domingo....Noite";"V55_FUNCIONAMENTO_Domingo....Plantão.24h";"V56_FUNCIONAMENTO_Feriado....Manhã";"V57_FUNCIONAMENTO_Feriado....Tarde";"V58_FUNCIONAMENTO_Feriado....Noite";"V59_FUNCIONAMENTO_Feriado....Plantão.24h";"V60_PROFISSIONAIS_Agentes.Comunitários.de.Saúde";"V61_PROFISSIONAIS_Assistentes.Sociais";"V62_PROFISSIONAIS_Auxiliares.de.Enfermagem";"V63_PROFISSIONAIS_Enfermeiros";"V64_PROFISSIONAIS_Auxiliares.de.Consultório.Bucal";"V65_PROFISSIONAIS_Médicos";"V66_PROFISSIONAIS_Psicólogos";"V67_PROFISSIONAIS_Fisioterapeutas";"V68_PROFISSIONAIS_Terapeutas.Ocupacionais";"V69_PROFISSIONAIS_Dentistas";"V70_PROFISSIONAIS_Farmacêuticos";"V71_PROFISSIONAIS_Administradores";"V72_PROFISSIONAIS_Agentes.de.segurança..guardas..rondas.vigilantes.";"V73_PROFISSIONAIS_Educadores.Físicos";"V74_PROFISSIONAIS_Assistentes.de.Recursos.Comunitários";"V75_PROFISSIONAIS_Auxiliares.de.almoxarifado";"V76_PROFISSIONAIS_Educadores.Sociais";"V77_PROFISSIONAIS_Pedagogos";"V78_PROFISSIONAIS_Auxiliares.administrativos";"V79_PROFISSIONAIS_Recepcionistas";"V80_PROFISSIONAIS_Serviços.gerais";"V81_PROFISSIONAIS_Cozinheiros";"V82_PROFISSIONAIS_Motoristas";"V83_PROFISSIONAIS_Porteiros";"V84_PROFISSIONAIS_Outros";"V85_PROFISSIONAIS_TOTAL_Profissionais";"V86_PROFISSIONAIS_X1...Agentes.Comunitários.de.Saúde";"V87_PROFISSIONAIS_X2...Assistentes.Sociais";"V88_PROFISSIONAIS_X3...Auxiliares.de.Enfermagem";"V89_PROFISSIONAIS_X4...Enfermeiros";"V90_PROFISSIONAIS_X5...Auxiliares.de.Consultório.Bucal";"V91_PROFISSIONAIS_X6...Médicos";"V92_PROFISSIONAIS_X7...Psicólogos";"V93_PROFISSIONAIS_X8...Fisioterapeutas";"V94_PROFISSIONAIS_X9...Terapeutas.Ocupacionais";"V95_PROFISSIONAIS_X10...Dentistas";"V96_PROFISSIONAIS_X11...Farmacêuticos";"V97_PROFISSIONAIS_X12...Administradores";"V98_PROFISSIONAIS_X13...Agentes.de.segurança..guardas..rondas.vigilantes.";"V99_PROFISSIONAIS_X14...Educadores.Físicos";"V100_PROFISSIONAIS_X15...Assistentes.de.Recursos.Comunitários";"V101_PROFISSIONAIS_X16...Auxiliares.de.almoxarifado";"V102_PROFISSIONAIS_X17...Educadores.Sociais";"V103_PROFISSIONAIS_X18...Pedagogos";"V104_PROFISSIONAIS_X19...Auxiliares.administrativos";"V105_PROFISSIONAIS_X20...Recepcionistas";"V106_PROFISSIONAIS_X21...Serviços.gerais";"V107_PROFISSIONAIS_X22...Cozinheiros";"V108_PROFISSIONAIS_X23...Motoristas";"V109_PROFISSIONAIS_X24...Porteiros";"V110_PACIENTES_Média.atende.dia.típico.";"V111_PACIENTES_Média.capacidade.de.atender.";"V112_PACIENTES_Porcentagem.tem.problemas.com.drogas..";"V113_PACIENTES_Porcentagem.tem.outros.problemas.de.saúde.mental..";"V114_RELACOES_UAPS.RURAL";"V115_RELACOES_UAPS.URBANA";"V116_RELACOES_Ajuda.Mútua";"V117_RELACOES_Entidades.Assistênciais.e.Dependencia.Química.e.CT";"V118_RELACOES_Residência.Terapeutica";"V119_RELACOES_Entidades.Socioassistenciais";"V120_RELACOES_Assistência.Hospitalar";"V121_RELACOES_CAPS";"V122_RELACOES_CRAS";"V123_RELACOES_CREAS";"V124_RELACOES_Acolhimento.Institucional";"V125_RELACOES_Urgência.Emergência";"V126_RELACOES_Ambulatório.de.Saúde.Mental";"V127_RELACOES_Centro.de.Convivência";"V128_RELACOES_Consultório.na.Rua";"V129_RELACOES_OUTRO.SERVIÇO.NAO.LISTADO";"V130_RELACOES_NÚMERO SERVIÇOS NÃO.LISTADOS";"V131_GEO_kml_latitude";"V132_GEO_kml_longitude"
"107";107;"q107_Ajuda.Mútua...Grupo.A.A..Vinte.e.Cinco.de.Abril";"Privado";"Assistência";"Ajuda Mútua";"Ajuda Mútua";"q107_Ajuda.Mútua...Grupo.A.A..Vinte.e.Cinco.de.Abril";107;"Ajuda.Mútua...Grupo.A.A..Vinte.e.Cinco.de.Abril";"Ajuda Mútua ";" Grupo A.A. Vinte e Cinco de Abril";"AJU_MUT";"AJU_MUT_ Grupo A.A. Vinte e Cinco de Abril";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"35735";"41974";"6239";"17.093150684931508";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"50";"100";"50";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
"108";108;"q108_Ajuda.Mútua...Grupo.A.A..Liberdade";"Privado";"Assistência";"Ajuda Mútua";"Ajuda Mútua";"q108_Ajuda.Mútua...Grupo.A.A..Liberdade";108;"Ajuda.Mútua...Grupo.A.A..Liberdade";"Ajuda Mútua ";" Grupo A.A. Liberdade";"AJU_MUT";"AJU_MUT_ Grupo A.A. Liberdade";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"28126";"41974";"13848";"37.939726027397263";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"30";"100";"0";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
"109";109;"q109_Ajuda.Mútua...Igreja.Batista.Resplandecente.Estrela.do.Amanhã.IBREM.1";"Privado";"Assistência";"EXCLUIDO";"EXCLUIDO";"q109_Ajuda.Mútua...Igreja.Batista.Resplandecente.Estrela.do.Amanhã.IBREM.1";109;"Ajuda.Mútua...Igreja.Batista.Resplandecente.Estrela.do.Amanhã.IBREM.1";"Ajuda.Mútua...Igreja.Batista.Resplandecente.Estrela.do.Amanhã.IBREM.1";"EXCLUIDO";"EXCLUID";"EXCLUID_EXCLUIDO";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"110";110;"q110_Ajuda.Mútua...Grupo.A.A..Ipiranga";"Privado";"Assistência";"Ajuda Mútua";"Ajuda Mútua";"q110_Ajuda.Mútua...Grupo.A.A..Ipiranga";110;"Ajuda.Mútua...Grupo.A.A..Ipiranga";"Ajuda Mútua ";" Grupo A.A. Ipiranga";"AJU_MUT";"AJU_MUT_ Grupo A.A. Ipiranga";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"32448";"41974";"9526";"26.098630136986301";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"50";"100";"50";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
"111";111;"q111_Ajuda.Mútua...Grupo.N.A.Rendição";"Privado";"Assistência";"Ajuda Mútua";"Ajuda Mútua";"q111_Ajuda.Mútua...Grupo.N.A.Rendição";111;"Ajuda.Mútua...Grupo.N.A.Rendição";"Ajuda Mútua ";" Grupo N.A Rendição";"AJU_MUT";"AJU_MUT_ Grupo N.A Rendição";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"40909";"41974";"1065";"2.9178082191780823";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"25";"100";"0";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
"112";112;"q112_Ajuda.Mútua.Escritório.de.Serviços.Locais";"Privado";"Assistência";"Ajuda Mútua";"Ajuda Mútua";"q112_Ajuda.Mútua.Escritório.de.Serviços.Locais";112;"Ajuda.Mútua…Escritório de Serviços Locais";"Ajuda Mútua ";" Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora";"AJU_MUT";"AJU_MUT_ Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"30407";"41974";"11567";"31.69041095890411";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"50";"100";"5";"FALSE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";"-21.750331899999999";"-43.359862"
"113";113;"q113_Ajuda.Mútua.GABENAE...Grupo.de.apoio.Benfica.de.amor.exigente";"Privado";"Assistência";"Ajuda Mútua";"Ajuda Mútua";"q113_Ajuda.Mútua.GABENAE...Grupo.de.apoio.Benfica.de.amor.exigente";113;"Ajuda.Mútua…GABENAE - Grupo de apoio Benfica de amor exigente";"Ajuda Mútua ";" Grupo de Apoio Benfica de Amor Exigente (GABENAE)";"AJU_MUT";"AJU_MUT_ Grupo de Apoio Benfica de Amor Exigente (GABENAE)";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"41091";"41974";"883";"2.419178082191781";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"25";"90";"20";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"3";" NA";" NA"
"114";114;"q114_Ajuda.Mútua.GASMAE...Grupo.de.apoio.São.Mateus.de.amor.exigente";"Público";"Saúde";"Ajuda Mútua";"Ajuda Mútua";"q114_Ajuda.Mútua.GASMAE...Grupo.de.apoio.São.Mateus.de.amor.exigente";114;"Ajuda.Mútua…GASMAE - Grupo de apoio São Mateus de amor exigente";"Ajuda Mútua ";" Grupo de Apoio São Mateus de Amor Exigente (GASMAE)";"AJU_MUT";"AJU_MUT_ Grupo de Apoio São Mateus de Amor Exigente (GASMAE)";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"40269";"41974";"1705";"4.6712328767123283";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"20";"85";"20";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"3";" NA";" NA"
"115";115;"q115_Ajuda.Mútua.Grupo.de.amor.exigente...Linhares";"Público";"Saúde";"Ajuda Mútua";"Ajuda Mútua";"q115_Ajuda.Mútua.Grupo.de.amor.exigente...Linhares";115;"Ajuda.Mútua…Grupo de amor exigente - Linhares";"Ajuda Mútua ";" Grupo de Amor Exigente Linhares";"AJU_MUT";"AJU_MUT_ Grupo de Amor Exigente Linhares";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"40210";"41974";"1764";"4.8328767123287673";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"20";"90";"25";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"3";" NA";" NA"
"116";116;"q116_Ajuda.Mútua.Grupo.de.amor.exigente...Santa.Terezinha";"Público";"Saúde";"Ajuda Mútua";"Ajuda Mútua";"q116_Ajuda.Mútua.Grupo.de.amor.exigente...Santa.Terezinha";116;"Ajuda.Mútua…Grupo de amor exigente - Santa Terezinha";"Ajuda Mútua ";" Grupo de Amor Exigente Santa Terezinha";"AJU_MUT";"AJU_MUT_ Grupo de Amor Exigente Santa Terezinha";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"41487";"41974";"487";"1.3342465753424657";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"25";"80";"15";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"3";" NA";" NA"
"117";117;"q117_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Associação.Beneficente.Cristã.Restituir";"Público";"Saúde";"Entidades Assistênciais e Dependencia Química e CT";"Entidades Assistênciais e Dependencia Química e CT";"q117_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Associação.Beneficente.Cristã.Restituir";117;"Entidades.Assistênciais.e.Dependencia.Química.e.CT...Associação.Beneficente.Cristã.Restituir";"Entidades Assistênciais e Dependencia Química e CT ";" Associação Beneficente Cristã Restituir";"EA_DQCT";"EA_DQCT_ Associação Beneficente Cristã Restituir";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"38078";"41974";"3896";"10.673972602739726";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"23";"0";"4";"0";"0";"0";"0";"3";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"2";"4";"1";"1";"25";"25";"80";"80";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"0";"-21.750866495299999";"-43.353025788100098"
