"";"UID";"ID";"TIPO1";"TIPO2";"LABEL_COR";"V1_LABEL_TIPO";"V2_LABEL_ID";"V3_LABEL_ID2";"V4_LABEL_ID3";"V5_LABEL_LABEL";"V5_LABEL_NOME";"V5_LABEL_TIPO";"V5_LABEL_TIPO_NOME";"V6_COMUNICACAO_Dispõe.de.meios.de.comunicação";"V7_COMUNICACAO_Telefeno.Fixo";"V8_COMUNICACAO_Celular.Chamada.de.Voz";"V9_COMUNICACAO_Celular.Mensagem.de.Texto";"V10_COMUNICACAO_E.mail";"V11_COMUNICACAO_Skype.Menssager";"V12_COMUNICACAO_Converso.Pessalmente";"V13_COMUNICACAO_Comunicação.Institucional..Ofício..Memorando.";"V14_COMUNICACAO_Outro";"V15_COMUNICACAO_FACEBOOK/REDES SOCAIS";"V16_TEMPO_FUNC_Data_Abertura";"V17_TEMPO_FUNC_Data_Pesquisa";"V18_TEMPO_FUNC_Idade_Serviço_Dias";"V19_TEMPO_FUNC_Idade_em_anos";"V20_FUNCIONAMENTO_Segunda";"V21_FUNCIONAMENTO_Terça";"V22_FUNCIONAMENTO_Quarta";"V23_FUNCIONAMENTO_Quinta";"V24_FUNCIONAMENTO_Sexta";"V25_FUNCIONAMENTO_Sábado";"V26_FUNCIONAMENTO_Domingo";"V27_FUNCIONAMENTO_Feriados";"V28_FUNCIONAMENTO_Segunda....Manhã";"V29_FUNCIONAMENTO_Segunda....Tarde";"V30_FUNCIONAMENTO_Segunda....Noite";"V31_FUNCIONAMENTO_Segunda....Plantão.24h";"V32_FUNCIONAMENTO_Terça....Manhã";"V33_FUNCIONAMENTO_Terça....Tarde";"V34_FUNCIONAMENTO_Terça....Noite";"V35_FUNCIONAMENTO_Terça....Plantão.24h";"V36_FUNCIONAMENTO_Quarta....Manhã";"V37_FUNCIONAMENTO_Quarta....Tarde";"V38_FUNCIONAMENTO_Quarta....Noite";"V39_FUNCIONAMENTO_Quarta....Plantão.24h";"V40_FUNCIONAMENTO_Quinta....Manhã";"V41_FUNCIONAMENTO_Quinta....Tarde";"V42_FUNCIONAMENTO_Quinta....Noite";"V43_FUNCIONAMENTO_Quinta....Plantão.24h";"V44_FUNCIONAMENTO_Sexta....Manhã";"V45_FUNCIONAMENTO_Sexta....Tarde";"V46_FUNCIONAMENTO_Sexta....Noite";"V47_FUNCIONAMENTO_Sexta....Plantão.24h";"V48_FUNCIONAMENTO_Sábado....Manhã";"V49_FUNCIONAMENTO_Sábado....Tarde";"V50_FUNCIONAMENTO_Sábado....Noite";"V51_FUNCIONAMENTO_Sábado....Plantão.24h";"V52_FUNCIONAMENTO_Domingo....Manhã";"V53_FUNCIONAMENTO_Domingo....Tarde";"V54_FUNCIONAMENTO_Domingo....Noite";"V55_FUNCIONAMENTO_Domingo....Plantão.24h";"V56_FUNCIONAMENTO_Feriado....Manhã";"V57_FUNCIONAMENTO_Feriado....Tarde";"V58_FUNCIONAMENTO_Feriado....Noite";"V59_FUNCIONAMENTO_Feriado....Plantão.24h";"V60_PROFISSIONAIS_Agentes.Comunitários.de.Saúde";"V61_PROFISSIONAIS_Assistentes.Sociais";"V62_PROFISSIONAIS_Auxiliares.de.Enfermagem";"V63_PROFISSIONAIS_Enfermeiros";"V64_PROFISSIONAIS_Auxiliares.de.Consultório.Bucal";"V65_PROFISSIONAIS_Médicos";"V66_PROFISSIONAIS_Psicólogos";"V67_PROFISSIONAIS_Fisioterapeutas";"V68_PROFISSIONAIS_Terapeutas.Ocupacionais";"V69_PROFISSIONAIS_Dentistas";"V70_PROFISSIONAIS_Farmacêuticos";"V71_PROFISSIONAIS_Administradores";"V72_PROFISSIONAIS_Agentes.de.segurança..guardas..rondas.vigilantes.";"V73_PROFISSIONAIS_Educadores.Físicos";"V74_PROFISSIONAIS_Assistentes.de.Recursos.Comunitários";"V75_PROFISSIONAIS_Auxiliares.de.almoxarifado";"V76_PROFISSIONAIS_Educadores.Sociais";"V77_PROFISSIONAIS_Pedagogos";"V78_PROFISSIONAIS_Auxiliares.administrativos";"V79_PROFISSIONAIS_Recepcionistas";"V80_PROFISSIONAIS_Serviços.gerais";"V81_PROFISSIONAIS_Cozinheiros";"V82_PROFISSIONAIS_Motoristas";"V83_PROFISSIONAIS_Porteiros";"V84_PROFISSIONAIS_Outros";"V85_PROFISSIONAIS_TOTAL_Profissionais";"V86_PROFISSIONAIS_X1...Agentes.Comunitários.de.Saúde";"V87_PROFISSIONAIS_X2...Assistentes.Sociais";"V88_PROFISSIONAIS_X3...Auxiliares.de.Enfermagem";"V89_PROFISSIONAIS_X4...Enfermeiros";"V90_PROFISSIONAIS_X5...Auxiliares.de.Consultório.Bucal";"V91_PROFISSIONAIS_X6...Médicos";"V92_PROFISSIONAIS_X7...Psicólogos";"V93_PROFISSIONAIS_X8...Fisioterapeutas";"V94_PROFISSIONAIS_X9...Terapeutas.Ocupacionais";"V95_PROFISSIONAIS_X10...Dentistas";"V96_PROFISSIONAIS_X11...Farmacêuticos";"V97_PROFISSIONAIS_X12...Administradores";"V98_PROFISSIONAIS_X13...Agentes.de.segurança..guardas..rondas.vigilantes.";"V99_PROFISSIONAIS_X14...Educadores.Físicos";"V100_PROFISSIONAIS_X15...Assistentes.de.Recursos.Comunitários";"V101_PROFISSIONAIS_X16...Auxiliares.de.almoxarifado";"V102_PROFISSIONAIS_X17...Educadores.Sociais";"V103_PROFISSIONAIS_X18...Pedagogos";"V104_PROFISSIONAIS_X19...Auxiliares.administrativos";"V105_PROFISSIONAIS_X20...Recepcionistas";"V106_PROFISSIONAIS_X21...Serviços.gerais";"V107_PROFISSIONAIS_X22...Cozinheiros";"V108_PROFISSIONAIS_X23...Motoristas";"V109_PROFISSIONAIS_X24...Porteiros";"V110_PACIENTES_Média.atende.dia.típico.";"V111_PACIENTES_Média.capacidade.de.atender.";"V112_PACIENTES_Porcentagem.tem.problemas.com.drogas..";"V113_PACIENTES_Porcentagem.tem.outros.problemas.de.saúde.mental..";"V114_RELACOES_UAPS.RURAL";"V115_RELACOES_UAPS.URBANA";"V116_RELACOES_Ajuda.Mútua";"V117_RELACOES_Entidades.Assistênciais.e.Dependencia.Química.e.CT";"V118_RELACOES_Residência.Terapeutica";"V119_RELACOES_Entidades.Socioassistenciais";"V120_RELACOES_Assistência.Hospitalar";"V121_RELACOES_CAPS";"V122_RELACOES_CRAS";"V123_RELACOES_CREAS";"V124_RELACOES_Acolhimento.Institucional";"V125_RELACOES_Urgência.Emergência";"V126_RELACOES_Ambulatório.de.Saúde.Mental";"V127_RELACOES_Centro.de.Convivência";"V128_RELACOES_Consultório.na.Rua";"V129_RELACOES_OUTRO.SERVIÇO.NAO.LISTADO";"V130_RELACOES_NÚMERO SERVIÇOS NÃO.LISTADOS";"V131_GEO_kml_latitude";"V132_GEO_kml_longitude"
"11";11;"q11_UAPS.RURAL...Penido";"Privado";"Assistência";"UAPS";"UAPS-RURAL";"q11_UAPS.RURAL...Penido";11;"UAPS.RURAL...Penido";"UAPS-RURAL";" Penido";"UAP_RUR";"UAP_RUR_ Penido";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"TRUE";"FALSE";"41883";"41974";"91";"0.24931506849315069";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"3";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"10";"6";"37";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
"12";12;"q12_UAPS.RURAL...Pirapetinga";"Privado";"Assistência";"UAPS";"UAPS-RURAL";"q12_UAPS.RURAL...Pirapetinga";12;"UAPS.RURAL...Pirapetinga";"UAPS-RURAL";" Pirapetinga";"UAP_RUR";"UAP_RUR_ Pirapetinga";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"35612";"41974";"6362";"17.43013698630137";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"8";"1";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"20";"20";"10";"10";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
"13";13;"q13_UAPS.RURAL...Pires";"Privado";"Assistência";"UAPS";"UAPS-RURAL";"q13_UAPS.RURAL...Pires";13;"UAPS.RURAL...Pires";"UAPS-RURAL";" Pires";"UAP_RUR";"UAP_RUR_ Pires";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"34639";"41974";"7335";"20.095890410958905";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"4";"0";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"30";"10";"20";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
"14";14;"q14_UAPS.RURAL...Privilégio";"Privado";"Assistência";"UAPS";"UAPS-RURAL";"q14_UAPS.RURAL...Privilégio";14;"UAPS.RURAL...Privilégio";"UAPS-RURAL";" Privilégio";"UAP_RUR";"UAP_RUR_ Privilégio";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"35004";"41974";"6970";"19.095890410958905";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"4";"0";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"30";"10";"20";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
"15";15;"q15_UAPS.RURAL...Rosário.de.Minas";"Privado";"Assistência";"UAPS";"UAPS-RURAL";"q15_UAPS.RURAL...Rosário.de.Minas";15;"UAPS.RURAL...Rosário.de.Minas";"UAPS-RURAL";" Rosário de Minas";"UAP_RUR";"UAP_RUR_ Rosário de Minas";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"TRUE";"FALSE";"33239";"41974";"8735";"23.931506849315067";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"3";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"16";"60";"20";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
"16";16;"q16_UAPS.RURAL...Sarandira";"Privado";"Assistência";"UAPS";"UAPS-RURAL";"q16_UAPS.RURAL...Sarandira";16;"UAPS.RURAL...Sarandira";"UAPS-RURAL";" Sarandira";"UAP_RUR";"UAP_RUR_ Sarandira";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"32417";"41974";"9557";"26.183561643835617";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"4";"0";"0";"1";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"25";"5";"10";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
"17";17;"q17_UAPS.RURAL...Toledos";"Privado";"Assistência";"UAPS";"UAPS-RURAL";"q17_UAPS.RURAL...Toledos";17;"UAPS.RURAL...Toledos";"UAPS-RURAL";" Toledos";"UAP_RUR";"UAP_RUR_ Toledos";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"34578";"41974";"7396";"20.263013698630136";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"0";"0";"0";"1";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"10";"0";"5";"5";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
"18";18;"q18_UAPS.RURAL...Torreões";"Privado";"Assistência";"UAPS";"UAPS-RURAL";"q18_UAPS.RURAL...Torreões";18;"UAPS.RURAL...Torreões";"UAPS-RURAL";" Torreões";"UAP_RUR";"UAP_RUR_ Torreões";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"28581";"41974";"13393";"36.69315068493151";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"9";"2";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"30";"30";"10";"10";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";"-21.862505499099601";"-43.540560945488103"
"19";19;"q19_UAPS.RURAL...Valadares";"Privado";"Assistência";"UAPS";"UAPS-RURAL";"q19_UAPS.RURAL...Valadares";19;"UAPS.RURAL...Valadares";"UAPS-RURAL";" Valadares";"UAP_RUR";"UAP_RUR_ Valadares";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"36647";"41974";"5327";"14.594520547945205";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"6";"0";"0";"1";"1";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"30";"30";"5";"10";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
"20";20;"q20_UAPS.URBANA...Centro.Sul";"Privado";"Assistência";"UAPS";"UAPS-URBANA";"q20_UAPS.URBANA...Centro.Sul";20;"UAPS.URBANA...Centro.Sul";"UAPS-URBANA";" Centro Sul";"UAP_URB";"UAP_URB_ Centro Sul";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"38808";"41974";"3166";"8.6739726027397257";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"16";"0";"0";"5";"1";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"2";"0";"0";"1";"200";"150";"0";"0";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
"21";21;"q21_UAPS.URBANA...Dom.Bosco";"Privado";"Assistência";"UAPS";"UAPS-URBANA";"q21_UAPS.URBANA...Dom.Bosco";21;"UAPS.URBANA...Dom.Bosco";"UAPS-URBANA";" Dom Bosco";"UAP_URB";"UAP_URB_ Dom Bosco";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"30317";"41974";"11657";"31.936986301369863";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"11";"0";"0";"3";"1";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"200";"200";"5";"4";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"0";"-21.7783917987161";"-43.363756502729103"
"22";22;"q22_UAPS.URBANA...Santa.Cecília";"Privado";"Assistência";"UAPS";"UAPS-URBANA";"q22_UAPS.URBANA...Santa.Cecília";22;"UAPS.URBANA...Santa.Cecília";"UAPS-URBANA";" Santa Cecília";"UAP_URB";"UAP_URB_ Santa Cecília";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"30864";"41974";"11110";"30.438356164383563";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"34";"14";"1";"3";"3";"0";"3";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"150";"200";"10";"60";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";"-21.7829574828123";"-43.354075268847303"
"23";23;"q23_UAPS.URBANA...Bairro.Industrial";"Privado";"Assistência";"UAPS";"UAPS-URBANA";"q23_UAPS.URBANA...Bairro.Industrial";23;"UAPS.URBANA...Bairro.Industrial";"UAPS-URBANA";" Bairro Industrial";"UAP_URB";"UAP_URB_ Bairro Industrial";"TRUE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"30834";"41974";"11140";"30.520547945205479";"TRUE";"TRUE";"TRUE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"TRUE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"TRUE";"26";"11";"0";"2";"2";"0";"5";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"160";"160";"2";"20";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"TRUE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"FALSE";"0";" NA";" NA"
